Custid,BillAmt_1,BillAmt_2,BillAmt_3
6611,31.7,10.45,8.25
6612,15.03,6.01,2.06
6613,18.64,3.01,1.51
6614,13.03,3.76,4.57
6615,13.27,1.2,3.96
6616,20.84,2.94,3.06
6617,22.99,4.21,7.21
6618,8.93,2.37,1.53
6619,11.28,0.72,3.8
6620,6.88,2.37,1.8
6621,9.24,1.12,0.94
6622,12.68,1.21,5.22
6623,6.27,3.03,1.88
6624,12.99,3.57,1.42
6625,18.71,4.54,4.26
6626,28.77,16.6,19.12
6627,17.97,3.18,13.14
6628,5.52,1.04,0.66
6629,9.15,2.94,3.77
6630,15.99,3.15,2.43
6631,2.32,2.45,0.3
6632,3.59,0.82,1.12
6633,3.53,2.63,2.31
6634,14.75,2.23,3.37
6635,18.38,7.8,7.98
6636,6.34,1.28,3.57
6637,18.09,2.91,4.84
6638,8.3,1.19,2.72
6639,22.97,6.52,5.54
6640,15.7,3.17,4.65
6641,13.17,4.12,3.64
6642,10.48,2.23,0.73
6643,4.91,3.18,1.23
6644,17.06,9.67,27.92
6645,14.36,6.31,6.1
6646,21.5,3.47,4.14
6647,6.42,1.39,0.7
6648,12.91,1.18,3.67
6649,4.57,0.86,0.63
6650,6.8,2.06,2.34
6651,4.72,2.21,0.71
6652,23.52,3.64,3.99
6653,1.7,2.02,1.52
6654,10.73,3.24,4.84
6655,15.88,7.2,4.9
6656,19.48,1.47,9.51
6657,24.06,2.7,4
6658,20.86,2.92,2.47
6659,26.41,4.95,9.91
6660,7.92,3.5,2.3
6661,3.47,1.89,1.88
6662,1.24,3.41,0.38
6663,20,2.16,3.83
6664,11.24,0.99,3.83
6665,17.43,4.53,1.08
6666,4.22,1.04,1.91
6667,10.6,1.02,2.47
6668,2.77,1.29,0.73
6669,14.93,7.94,3.23
6670,4.34,2.21,2.31
6671,11.54,4.58,4.31
6672,12.97,1.44,3.56
6673,7.03,1.71,0.84
6674,45.09,17.46,15.5
6675,5.14,1.36,1.37
6676,4.08,1.05,1.85
6677,10.75,1.83,3.14
6678,7.8,3.04,1.62
6679,9.08,2.07,3.37
6680,5.71,1.97,2.29
6681,8.82,4.28,2.32
6682,33.22,6.86,10.34
6683,17.94,5.02,4.97
6684,5.05,2.11,1.75
6685,9.62,1.67,5.6
6686,21.46,2.01,5.25
6687,7.06,3.01,1.28
6688,7.94,1.69,3.8
6689,6.47,1.13,2.68
6690,10.08,2.92,2.83
6691,5.51,0.82,2.9
6692,7.93,2.63,2.2
6693,6.11,2.73,2.44
6694,20.37,8.57,7.39
6695,20.78,5.08,9.15
6696,14.57,3.12,4.62
6697,20.17,1.27,3.67
6698,10.29,2.55,2.43
6699,10.64,1.88,2.67
6700,13.73,2.47,1.28
6701,9.48,2.77,2.57
6702,1.79,3.06,1.78
6703,9.14,2.69,2.23
6704,33.01,6.85,16.91
6705,19.76,2.72,3.83
6706,14.03,2.86,6.29
6707,10.36,4.63,1.08
6708,8.2,0.54,4.33
6709,5.81,1.43,2.11
6710,7.62,1.94,2.97
6711,3.76,3.18,3.05
6712,12.55,1.78,11.02
6713,6.88,2.46,2.04
6714,15.07,2.32,2.77
6715,22.96,2.48,5.63
6716,10.55,2.23,4.7
6717,8.45,0.93,1.12
6718,5.54,0.08,2.37
6719,26.2,5.85,8.6
6720,34.37,3.48,12.91
6721,18.82,2.84,2.08
6722,5.2,0.53,4.63
6723,11.32,1.08,1.49
6724,5.53,0.89,1.88
6725,20.21,3.75,5.72
6726,4.28,0.51,0.76
6727,2.67,0.31,1.21
6728,1.2,2.12,0.49
6729,8.9,1.72,2.42
6730,25.31,8.19,10.43
6731,27.26,10.12,10.83
6732,7.61,0.92,0.98
6733,11.37,0.96,4.94
6734,17.31,3.86,3.54
6735,22.48,7.01,6.29
6736,9.99,2.7,1.77
6737,1.71,2.04,0.66
6738,11.18,5.8,7.73
6739,5.93,1.11,1.27
6740,6.16,2.3,1.84
6741,17.95,6.39,10.98
6742,13.73,3.33,2.5
6743,20.82,4.05,11.24
6744,29.28,5.58,4.65
6745,9.05,16.89,13.66
6746,18.01,6.59,5.08
6747,7.36,1.48,2.67
6748,13.32,4.08,1.5
6749,16.48,3.13,4.13
6750,19.36,3.11,2.58
6751,5.17,4.52,6.06
6752,15.38,0.72,3.09
6753,15.98,2.88,2.76
6754,9.44,1.79,2.72
6755,17.85,4.54,3.16
6756,13.33,0.87,3.11
6757,7.44,1.21,10.81
6758,17.88,2.32,2.23
6759,15.38,2.85,3.7
6760,4.67,0.9,1.72
6761,6.68,3.08,2.41
6762,15.22,3.02,3.12
6763,6.57,0.59,0.65
6764,10.79,2.28,2.98
6765,23.65,4.51,5.11
6766,26.03,3.12,4.51
6767,18.95,15.96,24.68
6768,5.82,3.17,2.67
6769,22.75,2.94,10.14
6770,6.88,1.85,2.24
6771,22.61,2.66,3.26
6772,8.29,2.79,2.41
6773,9.89,0.52,3.66
6774,7.2,0.28,1.42
6775,2.51,1.97,1.37
6776,12.19,1.63,6.11
6777,20.42,3.02,2.88
6778,13.4,1.07,3.7
6779,12.29,2.78,19.02
6780,18.04,4.88,5.04
6781,6.93,1.72,2.54
6782,11.47,3.57,3.56
6783,11.61,3.78,2.61
6784,9.03,2.01,1.13
6785,13.65,4.25,6.86
6786,6.27,0.66,2.81
6787,7.82,2.56,1.23
6788,24.29,8.13,6.63
6789,15.2,2.86,2.57
6790,5.84,1.22,2
6791,5.45,1.55,1.4
6792,28.39,3.92,21.76
6793,37.6,3.12,7.12
6794,19.28,8.65,5.09
6795,21.33,3.88,3.44
6796,12.07,1.67,1.22
6797,8.77,4.96,4.89
6798,13.35,2.29,11.32
6799,23.8,1.66,4.55
6800,22.05,6.89,4
6801,11.92,0.8,2.13
6802,21.69,2.8,6.31
6803,7.96,5.28,12.99
6804,15.36,2.14,3.08
6805,23.6,1.3,3.99
6806,24.61,4.18,6.21
6807,4.95,3.15,3.91
6808,7.82,1.09,2.05
6809,16.64,0.71,2.03
6810,8.84,2,5.49
6811,20.51,2.82,4.34
6812,9.41,3.97,4.09
6813,8.91,2.34,1.21
6814,12.16,1.36,1.93
6815,10.64,2.07,3.74
6816,17.83,1.91,7.19
6817,17.36,6.48,6.86
6818,5.19,2.66,0.93
6819,4.35,3,1.59
6820,1.96,0.98,2.33
6821,16.01,2.74,4.43
6822,8.96,1.64,2.27
6823,7.74,0.87,1.77
6824,4.58,3.02,1.12
6825,6.75,2.69,2.25
6826,5.67,2.04,1.36
6827,8.01,2.14,5.09
6828,12.53,2.69,3.55
6829,11.3,5.29,16.68
6830,26.03,2.16,4.49
6831,14.13,3.46,3.34
6832,15.93,4.97,2.33
6833,18.96,2.77,3.47
6834,12.68,1.2,2.81
6835,12.25,2.77,3.41
6836,15.42,4.23,6.1
6837,4.26,3.1,1.22
6838,17.35,3.93,6.04
6839,11.44,2.11,5.51
6840,18.8,3.47,3.12
6841,9.89,2.95,2.34
6842,8.32,0.54,2.14
6843,21.42,3.13,12.1
6844,30.44,1.14,5.62
6845,6.2,1.3,1.36
6846,9.04,1.27,3.39
6847,15.38,2.98,7.14
6848,21.87,5.01,20.19
6849,24.69,1.16,5.23
6850,26.67,5.69,17.9
6851,5.03,1.82,2.03
6852,12.18,1.83,2.69
6853,20.04,6.42,6.77
6854,11.23,1.07,3.91
6855,6.53,3.95,1.93
6856,11.55,0.53,1.6
6857,3.66,2.72,1.02
6858,12.16,7.48,11.56
6859,4.47,1.55,1.17
6860,14.76,7.39,4.8
6861,4.25,0.27,1.75
6862,7.99,2.26,1.04
6863,7.03,3.62,5.58
6864,4.86,2.06,2.18
6865,15.96,9.11,5.43
6866,17.45,6.68,6.51
6867,9.96,3.71,4.33
6868,8.13,1.68,2.25
6869,22.52,3.36,5.72
6870,10.34,4.39,7.73
6871,15.97,3.77,2.5
6872,5.42,2.51,0.95
6873,17.31,2,13.17
6874,14.68,2.57,2.96
6875,27.82,8.11,2.23
6876,15.27,1.75,2.46
6877,9.81,3.35,0.49
6878,9.12,2.52,7.21
6879,13.29,2.68,3.78
6880,16.61,0.33,3.88
6881,5.05,2.56,0.98
6882,5.51,0.88,2.32
6883,14.63,3.62,2.8
6884,39.49,8.21,11.51
6885,35.76,5.43,4.29
6886,7.02,0.8,2.82
6887,7.33,0.93,3.51
6888,15.18,5.08,7.06
6889,5.56,3.81,1.79
6890,6.81,0.84,1.96
6891,14.89,5.9,2.53
6892,12.67,0.78,1.77
6893,18.81,1.81,4.93
6894,15.76,1.13,3.74
6895,18.59,2.79,0.95
6896,6.64,0.65,4.01
6897,8.82,1.63,4.47
6898,15.86,4.53,1.7
6899,12.41,2.27,2.17
6900,25.74,7.8,5.83
6901,8.92,3.43,2.03
6902,16.11,6.99,5.03
6903,10.37,5.08,3.47
6904,6.51,2.28,2.57
6905,29.94,5.1,6.33
6906,10.95,4.4,9.29
6907,28.04,4.28,3.41
6908,9.06,2.17,1.29
6909,6.29,1.88,2.95
6910,4.34,1.22,1.57
6911,20.56,3.86,4.58
6912,16.34,4.39,4.19
6913,20.42,1.92,9.15
6914,5.19,2.87,3.49
6915,14.58,3.36,4.4
6916,5.53,1.36,3.12
6917,6.89,2.2,3.1
6918,9.57,2.3,0.72
6919,13.12,2.73,3.09
6920,20.07,4.96,6.35
6921,10.91,0.7,2.04
6922,6.03,2.63,1.54
6923,11.1,6.09,8.38
6924,11.52,2.02,2.67
6925,9.68,3.36,1.68
6926,5.11,3.31,5.42
6927,15.49,5.49,2.36
6928,10.65,2.22,1.24
6929,24.67,1.43,4.87
6930,23.07,2.66,3.14
6931,9.62,3.73,3.02
6932,14.81,6.21,9.02
6933,26.89,16,18.01
6934,10.24,1.9,1.05
6935,6.65,0.92,4.91
6936,16.46,5.22,8.09
6937,17.37,2.65,2.02
6938,34.52,5.32,11.56
6939,8.63,2.04,1.37
6940,12.17,2.89,2.72
6941,8.12,1.46,1.19
6942,8.67,2.17,2.87
6943,14.18,3.05,1.4
6944,3.03,3.1,2.19
6945,14.06,5.81,5.39
6946,7.21,3.78,2.18
6947,10.98,1.54,3.18
6948,6.45,2.76,2.73
6949,5.85,2.95,1.4
6950,21.85,2.22,4.53
6951,9.87,2.38,2.23
6952,14.38,3.88,1.38
6953,10.8,2.65,3.81
6954,11.51,2.84,3.32
6955,33.12,1.3,10.56
6956,4.78,2.02,1.8
6957,9.32,1.6,2.24
6958,14.72,1.18,6.56
6959,15.25,2.73,3.1
6960,16.85,3.72,7.5
6961,10.98,1.28,2.89
6962,1.4,3.04,0.83
6963,7.09,1.45,1.39
6964,10.29,2.67,1.91
6965,13.12,6.96,2.91
6966,7.71,5.47,3.01
6967,16.67,5.54,11.96
6968,5.25,2.86,2.03
6969,8.79,0.58,2.43
6970,13.23,2.98,5.86
6971,6.36,1.63,1.22
6972,16.07,3.57,2.78
6973,4.82,2.7,1.61
6974,11.69,3.7,2.82
6975,6.63,0.5,1.27
6976,11.37,3.58,5.27
6977,13.55,1.64,5.39
6978,3.35,1.41,0.92
6979,11.22,0.62,4.68
6980,5.23,0.22,2.2
6981,30.14,2.75,7.75
6982,11.93,3.08,1.57
6983,12.14,0.9,4.23
6984,6.69,1.45,0.98
6985,13.66,2.64,5.51
6986,18.94,3.89,4.71
6987,7.91,2.28,1.15
6988,13.57,4.38,1.03
6989,15.15,4.02,6.6
6990,12.57,2.57,2.31
